,character,freq,meaning,on,kun,nanori
5074,翳,,['hold aloft'],['エイ'],"['かげ', 'かげ.る', 'かざ.す', 'きぬがさ', 'くも.る', 'くもり']",[]
5075,翹,,['excellence'],['ギョウ'],"['あ.げる', 'つまだ.てる']",[]
5076,飜,,"['flip over', 'upset', 'capsize']","['ハン', 'ホン']","['ひるがえ.す', 'ひるがえ.る']",[]
5077,耆,,['senility'],"['キ', 'シ']",['おい.る'],[]
5078,耄,,['senility'],"['ボウ', 'モウ']",['おいぼ.れる'],[]
5079,耋,,"['old', 'elderly']",['テツ'],['としより'],[]
5080,耒,,"['come', 'plough', 'three-branch tree radical (no. 127)']","['ライ', 'ルイ']","['き', 'く', 'すき']",[]
5081,耘,,['weed'],['ウン'],['くさぎ.る'],[]
5082,耙,,['forked hoe'],['ハ'],[],[]
5083,耜,,['plough'],['シ'],['すき'],[]
5084,耡,,"['plough', 'spade']",['ジョ'],"['す.く', 'すき']",[]
5085,耨,,['hoe'],"['ドウ', 'ジョク', 'ヌ', 'ジュク']","['くさぎ.る', 'くわ', 'すき']",[]
5086,耿,,['light'],['コウ'],['ひかり'],[]
5087,耻,,"['shame', 'humiliation', 'ashamed']",['チ'],"['は.じる', 'はじ', 'は.じらう', 'は.ずかしい']",[]
5088,聊,,['slightly'],['リョウ'],['いささか'],[]
5089,聆,,"['listening', 'realizing']","['レイ', 'リョウ']",['きく'],[]
5090,聒,,['noisy'],['カツ'],['かまびす.しい'],[]
5091,聘,,['invite'],['ヘイ'],"['へい.する', 'と.う', 'め.す']",[]
5092,聚,,['assemble'],"['シュウ', 'シュ']",['あつ.まる'],[]
5093,聟,,['son-in-law'],['セイ'],['むこ'],[]
5094,聢,,"['certainly', '(kokuji)']",[],"['しか', 'しかと']",[]
5095,聨,,"['party', 'gang', 'clique']",['レン'],"['つら.なる', 'つら.ねる']",[]
5096,聳,,"['rise', 'tower']",['ショウ'],['そび.える'],[]
5097,聲,,"['sound', 'voice', 'noise', 'tone', 'music']","['セイ', 'ショウ']","['こえ', 'こわ-']",[]
5098,聰,,"['wise', 'fast learner']",['ソウ'],"['さと.い', 'みみざと.い']","['あきら', 'さとし']"
5099,聶,,['whisper'],"['ショウ', 'ジョウ', 'ニョウ']",['ささや.く'],[]
5100,聹,,"['noisy', 'earwax']",['ネイ'],[],[]
5101,聽,,"['careful enquiry', 'headstrong']",['チョウ'],"['き.く', 'ゆる.す']",[]
5102,聿,,"['brush', 'finally', 'self', 'relate', 'follow', 'here', 'fast', 'writing brush radical (no. 129)']","['イチ', 'イツ']","['ふで', 'ここに']",[]
5103,肄,,"['learn', 'striving', 'effort']",['イ'],['なら.う'],[]
5104,肆,,['four'],['シ'],"['つら.ねる', 'ほしいまま', 'みせ']",[]
5105,肅,,"['quietly', 'softly', 'solemnly']","['シュク', 'スク']",['つつし.む'],[]
5106,肛,,['anus'],['コウ'],[],[]
5107,肓,,['interior region of the body too deep to be reached by acupuncture'],['コウ'],[],[]
5108,肚,,"['belly', 'stomach']",['ト'],['はら'],[]
5109,肭,,['new moon'],"['トツ', 'ジク']",[],[]
5110,冐,,"['risk', 'brave', 'dare', 'face', 'defy', '(diseases) attack', 'damage', 'desecrate', 'assume (a name)']",['ボウ'],['おか.す'],[]
5111,肬,,"['wart', 'tumor', 'goiter', 'papule']","['ユ', 'ユウ']",['いぼ'],[]
5112,胛,,['shoulder blade'],['コウ'],['かいがらぼね'],[]
5113,胥,,"['together', 'mutual', 'subordinate official']","['ショ', 'ソ']","['あい', 'み.る', 'みな']",[]
5114,胙,,['offerings to gods'],"['ソ', 'サク']",['ひもろぎ'],[]
5115,胝,,"['chap', 'crack', 'callus']",['チ'],['あかぎれ'],[]
5116,胄,,"['lineage', 'bloodline']",['チュウ'],"['かぶと', 'ちすじ', 'よつぎ']",[]
5117,胚,2471,['embryo'],['ハイ'],"['はらみ', 'はら.む']",[]
5118,胖,,"['half a sacrifice', 'ribs', 'abundant', 'plentiful']",['ハン'],[],"['ゆたか', 'なお', 'ひろ']"
5119,脉,,"['vein (blood, ore)', 'pulse', 'hope']",['ミャク'],['すじ'],[]
5120,胯,,['crotch'],"['コウ', 'カ', 'コ']",['また'],[]
5121,胱,,['bladder'],['コウ'],[],[]
5122,脛,,"['leg', 'shin']",['ケイ'],"['すね', 'はぎ']",[]
5123,脩,2267,['dried meat'],['シュウ'],"['おさ.める', 'なが.い', 'ほじし']","['おさむ', 'おさ', 'なが', 'のぶ', 'はる']"
5124,脣,,['lip'],['シン'],['くちびる'],[]
5125,脯,,['dried meat'],"['フ', 'ホ']","['こじし', 'ほじし']",[]
5126,腋,,"['armpit', 'side']","['エキ', 'セキ']",['わき'],[]
5127,隋,,"['name of a Chinese dynasty', 'remains of scarifice', 'bury', 'fall', 'sag']","['ズイ', 'スイ', 'タ', 'ダ']",[],[]
5128,腆,,"['much', 'abundant', 'kind', 'considerate']",['テン'],['あつ.い'],[]
5129,脾,,['spleen'],['ヒ'],[],[]
5130,腓,,['calf (of leg)'],['ヒ'],"['ふくらはぎ', 'こむら', 'こぶら']",[]
5131,腑,,"['viscera', 'bowels']",['フ'],['はらわた'],[]
5132,胼,,"['callus', 'corn']",['ヘン'],[],[]
5133,腱,,['tendon'],"['ケン', 'キン']",[],[]
5134,腮,,['jaw'],['サイ'],"['あご', 'えら']",[]
5135,腥,,"['bloody', 'smelling of fish', 'raw smelling']","['セイ', 'ショウ']",['なまぐさ.い'],[]
5136,腦,,"['brain', 'memory']","['ノウ', 'ドウ']",['のうずる'],[]
5137,腴,,"['fat', 'grease', 'growing fat']",['ユ'],"['あぶら', 'こえ.る']",[]
5138,膃,,"['fat', 'corpulent']",['オツ'],[],[]
5139,膈,,['diaphragm'],['カク'],[],[]
5140,膊,,['arm'],['ハク'],['ほじし'],[]
5141,膀,,['bladder'],"['ボウ', 'ホウ']",[],[]
5142,膂,,['backbone'],"['リョ', 'ロ']",['せぼね'],[]
5143,膠,2357,"['glue', 'isinglass']","['コウ', 'キョウ']","['にかわ', 'にべ']",[]
5144,膕,,['hollow of knee'],"['カク', 'コク', 'キョク']",['ひかがみ'],[]
5145,膤,,"['snow', '(kokuji)']",['セツ'],"['ゆき', 'たら', 'そり']",[]
5146,膣,,['vagina'],['チツ'],[],[]
5147,腟,,['vagina'],['チツ'],[],[]
5148,膓,,"['guts', 'bowels', 'intestines', 'viscera']",['チョウ'],['はらわた'],[]
5149,膩,,"['smooth', 'oily']","['ジ', 'ニ']","['あぶら', 'あぶらあか']",[]
5150,膰,,['offerings to gods'],['ハン'],"['ひもごり', 'ひもろぎ']",[]
5151,膵,,"['pancreas', '(kokuji)']",['スイ'],[],[]
5152,膾,,['raw fish salad'],"['カイ', 'ケ']",['なます'],[]
5153,膸,,"['marrow', 'pith']",['ズイ'],[],[]
5154,膽,,"['gall bladder', 'bravery', 'courage']",['タン'],['きも'],[]
5155,臀,,"['buttocks', 'hips', 'butt', 'rear']","['デン', 'トン']",['しり'],[]
5156,臂,,['elbow'],['ヒ'],['ひじ'],[]
5157,膺,,"['breast', 'strike']","['ヨウ', 'オウ']",['むね'],[]
5158,臉,,"['area between eye and cheek', 'face']","['ケン', 'セン', 'レン']",[],[]
5159,臍,,['navel'],"['セイ', 'サイ']","['へそ', 'ほぞ']",[]
5160,臑,,"['leg', 'shin']","['ジ', 'ドウ', 'ジュ', 'デイ']",['すね'],[]
5161,臙,,['rouge'],['エン'],"['のど', 'べに']",[]
5162,臘,,['12th lunar month'],['ロウ'],[],[]
5163,臈,,"['year-end sacrifice', 'dried meat']",['ロウ'],[],[]
5164,臚,,"['skin', 'tell', 'report']","['ロ', 'リョ']",[],[]
5165,臟,,"['viscera', 'bowels']",['ゾウ'],['はらわた'],[]
5166,臠,,['witness'],['レン'],['きりみ'],[]
5167,臧,,"['good', 'bribe', 'servant']","['ゾウ', 'ソウ']",['よい'],[]
5168,臺,,"['stand', 'counter for vehicles']","['ダイ', 'タイ']","['うてな', 'われ', 'つかさ']",[]
5169,臻,,"['arrive', 'reach', 'gather']",['シン'],['いた.る'],[]
5170,臾,,"['a little while', 'urging']","['ユ', 'ヨ', 'ヨウ']",[],[]
5171,舁,,"['bear', 'carry']",['ヨ'],['か.く'],[]
5172,舂,,"['pound (mortar)', 'sink', 'set (sun)']",['ショウ'],"['うすつ.く', 'うすづ.く', 'つ.く']",[]
5173,舅,,['father-in-law'],['キュウ'],['しゅうと'],[]
5174,與,,"['participate in', 'give', 'award', 'impart', 'provide', 'cause']",['ヨ'],"['あた.える', 'あずか.る', 'くみ.する', 'ともに']",[]
5175,舊,,"['old things', 'old friend', 'old times', 'former', 'ex-']",['キュウ'],"['ふる.い', 'もと']",[]
5176,舍,,"['inn', 'hut', 'house', 'mansion']","['セキ', 'シャ']",['やど.る'],['とね']
5177,舐,,"['lick', 'lap up', 'burn up', 'taste', 'undergo', 'underrate', 'despise']",['シ'],"['ねぶ.る', 'な.める']",[]
5178,舖,,"['shop', 'store']",['ホ'],[],[]
5179,舩,2420,"['boat', 'ship', 'vessel']",['セン'],"['ふね', 'ふな-']",[]
5180,舫,,"['moor', 'berth']",['ホウ'],"['もや.う', 'もやいぶね']",[]
5181,舸,,['large boat'],['カ'],['ふね'],[]
5182,舳,,"['bow', 'prow']","['ジク', 'チク', 'チュウ']","['へ', 'へさき', 'とも']",[]
5183,艀,,"['sampan', 'lighter', 'barge']",['フ'],['はしけ'],[]
5184,艙,,['hold (ship)'],['ソウ'],[],[]
5185,艘,,['counter for small boats'],"['ショウ', 'シュウ', 'ソウ']",['ふね'],[]
5186,艝,,"['sled', 'sleigh', '(kokuji)']",[],['そり'],[]
5187,艚,,['boat'],['ソウ'],[],[]
5188,艟,,['fighting ship'],"['ドウ', 'ショウ', 'トウ']",['いくさぶね'],[]
5189,艤,,['landing a boat'],['ギ'],['ふなよそおい'],[]
5190,艢,,"['bow', 'stern']","['ロ', 'ショウ', 'ゾウ']","['とも', 'ほばしら']",[]
5191,艨,,['fighting ship'],"['モウ', 'ボウ']",['いくさぶね'],[]
5192,艪,,"['oar', 'tower']",['ロ'],"['やぐら', 'かい']",[]
5193,艫,,"['bow', 'prow', 'stern']",['ロ'],"['とも', 'へさき']",[]
5194,舮,,['bow or prow of boat'],['ロ'],"['とも', 'へさき']",[]
5195,艱,,"['difficult', 'trying', 'be distressed', ""parent's funeral ceremony"", 'mourning', 'perilous']","['カン', 'ケン']","['なや.む', 'かた.い', 'なや.み']",[]
5196,艷,,"['luster', 'glaze', 'polish', 'charm', 'colorful', 'captivating']",['エン'],"['つや', 'なま.めかしい', 'あで.やか', 'つや.めく', 'なま.めく']",['よし']
5197,艸,,"['grass', 'plants', 'grass radical (no. 140)']",['ソウ'],['くさ'],[]
5198,艾,,"['moxa', 'sagebrush', 'wormwood', 'mugwort']","['カイ', 'ゲイ']","['もぐさ', 'よもぎ', 'おさ.める', 'か.る']",[]
5199,芍,,['peony'],['シャク'],[],[]
5200,芒,,"['pampas grass', 'beard (grain)']","['ボウ', 'コウ', 'モウ']","['すすき', 'のぎ', 'のげ']",[]
5201,芫,,['type of vetch'],"['ゲン', 'ガン']",[],[]
5202,芟,,"['cut', 'clip', 'trim', 'harvest', 'mow']","['セン', 'サン']",['か.る'],[]
5203,芻,,"['grass cutting', 'hay']","['スウ', 'シュウ', 'ス']",['まぐさ'],[]
5204,芬,,['perfume'],['フン'],"['かおり', 'こうば.しい']",[]
5205,苡,,"['adlay', 'plantain']","['イ', 'シ', 'ワ']",['くさ'],[]
5206,苣,,['torch'],['キョ'],['ちしゃ'],[]
5207,苟,,"['any', 'at all', 'in the least']","['コウ', 'ク']",['いやしく.も'],[]
5208,苒,,"['flourishing', 'luxuriant']",['ゼン'],[],[]
5209,苴,,"['husk', 'bract', 'straw wrapper', 'souvenir gift', 'bribe']","['ソ', 'サ', 'シャ', 'ショ']","['つと', 'あさ']",[]
5210,苳,,"['butterbur', 'bog rhubarb']",['トウ'],['ふき'],[]
5211,苺,,['strawberry'],"['バイ', 'マイ']",['いちご'],[]
5212,莓,,['wild strawberry'],"['バイ', 'マイ']",['いちご'],[]
5213,范,,"['bee', 'law', 'casting mould']",['ハン'],['いがた'],[]
5214,苻,,['kudzu-like plant'],['フ'],[],[]
5215,苹,,"['duckweed', 'mugwort']","['ヘイ', 'ビョウ', 'ホウ']",['ほ'],[]
5216,苞,,"['husk', 'bract', 'straw wrapper', 'souvenir gift', 'bribe']","['ホウ', 'ヒョウ']",['つと'],[]
5217,茆,,"['garden', 'farm', 'yard']","['エン', 'ボウ']","['その', 'かや', 'ぬなわ']",[]
5218,苜,,"['clover', 'medic']","['モク', 'ボク']",[],[]
5219,茉,,['jasmine'],"['マツ', 'バツ', 'マ']",[],['み']
5220,苙,,"['type of herb', 'pigsty']","['リュウ', 'キュウ']",[],[]
5221,茵,,"['cushion', 'mattress']",['イン'],['しとね'],[]
5222,茴,,['fennel'],"['ウイ', 'カイ']",[],[]
5223,茖,,"['mountain leek', 'garlic']",['カク'],[],[]
5224,茲,,['here'],"['シ', 'ジ']","['ここ.に', 'し.げる']",[]
5225,茱,,"['river ginger tree', 'oleaster']",['シュ'],[],[]
5226,荀,,"['type of plant', 'proper name']","['ジュン', 'シュン']",[],[]
5227,茹,,"['boil', 'seethe']","['ジョ', 'ニョ']","['ゆ.でる', 'う.でる']",[]
5228,荐,,"['mat', 'repeatedly']",['セン'],['しきりに'],[]
5229,荅,,"['adzuki beans', 'thick']",['トウ'],"['あずき', 'こた.える']",[]
5230,茯,,['type of mushroom'],"['フク', 'ブク', 'ヒ', 'ビ']",[],[]
5231,茫,,"['wide', 'extensive']",['ボウ'],['とお.い'],[]
5232,茗,2365,['tea'],"['ミョウ', 'メイ']",['ちゃ'],[]
5233,茘,,"['scallion', 'small onion']","['レイ', 'リ', 'レン']",['おおにら'],[]
5234,莅,,"['proceed to', 'assume a post']","['リ', 'レイ']","['るい', 'のぞ.む', 'つ.く']",[]
5235,莚,,['straw mat'],['エン'],['むしろ'],[]
5236,莪,,['type of thistle'],['ガ'],[],[]
5237,莟,,['bud (plant)'],"['ガン', 'カン']",['つぼみ'],[]
5238,莢,,"['pod', 'hull', 'husk', 'shell', 'case']",['キョウ'],['さや'],[]
5239,莖,,"['stem', 'stalk']","['ケイ', 'キョウ']",['くき'],[]
5240,茣,,"['mat', 'matting']",['ゴ'],[],[]
5241,莎,,['sedge'],"['サ', 'シャ']",['はますげ'],[]
5242,莇,,"['Chinese matrimony vine', 'tilling public fields', 'corvee', 'surname']",['ジョ'],['あさがら'],['あざみ']
5243,莊,,['broom'],"['ソウ', 'ショウ', 'チャン']","['ほうき', 'おごそ.か']",[]
5244,荼,,['a weed'],"['タ', 'ズ', 'ト', 'ダ']",['にがな'],[]
5245,莵,,['dodder (plant)'],"['ト', 'ツ']",['うさぎ'],[]
5246,荳,,"['bean', 'nutmeg']","['トウ', 'ズ']",['まめ'],[]
5247,荵,,"[""hare's foot fern""]","['ニン', 'ジン']",['しのぶ'],[]
5248,莠,,"['appears good but is bad', 'type of weed which resembles rice']",['ユウ'],['はぐさ'],[]
5249,莉,,['jasmine'],"['リ', 'ライ', 'レイ']",[],[]
5250,莨,,['tobacco'],['ロウ'],['たばこ'],[]
5251,菴,,['hermitage'],['アン'],"['いおり', 'いお']",[]
5252,萓,,['day lily'],['ギ'],[],[]
5253,菫,,['the violet'],['キン'],['すみれ'],[]
5254,菎,,['a kind of fragrant herb'],['コン'],[],[]
5255,菽,,['beans'],['シュク'],['まめ'],[]
5256,萃,,"['collect', 'gather', 'assemble']","['スイ', 'サイ']",['あつ.まる'],[]
5257,菘,,['type of rape plant'],"['スウ', 'シュウ']",[],[]
5258,萋,,"['luxuriant growth', 'beautiful']","['セイ', 'サイ']",[],[]
5259,菁,,['turnip'],"['セイ', 'ショウ']",[],[]
5260,菷,,['broom'],"['シュウ', 'ソウ']",['ほうき'],[]
5261,萇,,['type of plant'],['チョウ'],[],[]
5262,菠,,['spinach'],"['ハ', 'ホ']",['ほうれんそう'],[]
5263,菲,,"['thin', 'inferior']",['ヒ'],['うす.い'],[]
5264,萍,,['floating plants'],"['ヘイ', 'ヒョウ']",['うきくさ'],[]
5265,萢,,"['bog', 'wetlands', 'used in proper names', '(kokuji)']",[],"['やち', 'やら']",[]
5266,萠,,"['show symptoms of', 'sprout', 'bud', 'malt']",['ホウ'],"['も.える', 'きざ.す', 'めばえ', 'きざ.し']",['めぐむ']
5267,莽,,"['grass', 'grassy field']","['ボウ', 'モウ']",['くさ'],[]
5268,萸,,"['oleaster', 'river ginger tree']",['ユ'],[],[]
5269,蔆,,['water chestnut'],['リョウ'],['ひし'],[]
5270,菻,,['kind of thistle'],['リン'],[],[]
5271,葭,,['reed'],['カ'],"['よし', 'あし']",[]
5272,萪,,['type of wisteria'],['カ'],[],[]
5273,萼,,"['calyx', 'cup']",['ガク'],['うてな'],['はなぶさ']
5274,蕚,,"['calyx', 'cup']",['ガク'],['うてな'],[]
5275,蒄,,['type of plant'],['カン'],[],[]
5276,葷,,['garlic'],['クン'],[],[]
5277,葫,,['garlic'],['コ'],[],[]
5278,蒭,,"['to cut grass', 'hay', 'fodder']","['シュウ', 'ス', 'スウ']",['まぐさ'],[]
5279,葮,,"['rose of Sharon', 'althea']","['ダン', 'タン']",['むくげ'],[]
5280,蒂,,"['peduncle', 'stem of plants']","['テイ', 'タイ']",['へた'],[]
5281,葩,,"['flower', 'petal']",['ハ'],['はな'],[]
5282,葆,,"['dense growth', 'keep', 'adhere to', 'conceal']","['ホウ', 'ホ']",['し.げる'],[]
5283,萬,2125,"['ten thousand', '10,000']","['マン', 'バン']",['よろず'],"['かず', 'ま', 'ゆる', 'よし']"
5284,葯,,"['pollen pod at tip of stamen', 'type of tall grass']",['ヤク'],[],[]
5285,葹,,['cocklebur'],['シ'],['おなもみ'],[]
5286,萵,,['lettuce'],['ワ'],[],[]
5287,蓊,,"['flower stalk', 'vigorous growth']",['オウ'],['とう'],[]
5288,葢,,"['cover', 'lid', 'flap']","['ガイ', 'カイ', 'コウ']","['ふた', 'けだ.し', 'おお.う', 'かさ', 'かこう']",[]
5289,蒹,,['type of reed'],['ケン'],['おぎ'],[]
5290,蒿,,['mugwort'],['コウ'],['よもぎ'],[]
5291,蒟,,"[""devil's tongue (plant)""]","['コン', 'ク']",[],[]
5292,蓙,,"['mat', 'matting', '(kokuji)']",['ザ'],['ござ'],[]
5293,蓍,,"['yarrow', 'sericea', 'stalks used for divination']",['シ'],['めどぎ'],[]
5294,蒻,,['a kind of water plant'],"['ジャク', 'ニャク']",[],[]
5295,蓚,,['(used only in compounds)'],['シュウ'],[],[]
5296,蓐,,['bed'],"['ジョク', 'ニク']",['しとね'],[]
5297,蓁,,"['dense growth', 'thicket']",['シン'],[],[]
5298,蓆,,"['straw mat', 'matting']",['セキ'],['むしろ'],[]
5299,蓖,,['castor-oil plant'],"['ヒ', 'ヘイ']",[],[]
5300,蒡,,['burdock'],"['ボウ', 'ホウ']",[],[]
5301,蔡,2319,['type of tortoise used for divination'],['サイ'],[],[]
5302,蓿,,"['clover', 'medic']",['シュク'],[],[]
5303,蓴,,['type of water plant'],['シュン'],['ぬなわ'],[]
5304,蔗,,['sugar cane'],"['シャ', 'ショ']",['さとうきび'],[]
5305,蔘,,['luxurious growth of grass'],"['シン', 'サン']",[],[]
5306,蔬,,"['greens', 'vegetables']","['ソ', 'ショ']",['あおもの'],[]
5307,蔟,,['gather together'],"['ゾク', 'ソウ']",['まぶし'],[]
5308,蔕,,"['calyx', 'stem']","['テイ', 'タイ']",['へた'],[]
5309,蔔,,"['giant radish', 'daikon']","['フク', 'ホク']",[],[]
5310,蓼,2447,"['luxurious grass', 'a smartweed']","['シン', 'リク', 'リョウ']",['たで'],[]
5311,蕀,,['milwort'],['キョク'],[],[]
5312,蕣,,"['rose of Sharon', 'althea']",['シュン'],"['むくげ', 'あさがお']",[]
5313,蕘,,['firewood'],['ジョウ'],"['たきぎ', 'きこり']",[]
5314,蕈,,"['mushroom', 'toadstool', 'fungus']","['ジン', 'シン']","['きのこ', 'たけ']",[]
5315,蕁,,['a kind of grass'],"['ジン', 'タン']",[],[]
5316,蘂,,"['pistil', 'stamen']",['ズイ'],['しべ'],[]
5317,蕋,,"['pistil', 'stamen']",['ズイ'],['しべ'],[]
5318,蕕,,['foul-smelling grass'],"['ユウ', 'ユ']",[],[]
5319,薀,,"['pile up', 'store', 'hornwort']","['ウン', 'オン']","['たくわ.える', 'つ.む']",[]
5320,薤,,"['scallion', 'shallot']",['カイ'],"['らっきょう', 'にら']",[]
5321,薈,,['luxuriant vegetation'],"['カイ', 'ワイ']",[],[]
5322,薑,,['ginger'],"['キョウ', 'コウ']",['はじかみ'],[]
5323,薊,,['thistle'],"['ケイ', 'キ', 'カイ', 'ケ']","['あざみ', 'さく', 'とげ']",[]
5324,薨,,['die'],['コウ'],"['こう.じる', 'みまか.る']",[]
5325,蕭,,"['a weed', 'mugwort', 'lonely', 'silent', 'calm']",['ショウ'],['よもぎ'],[]
5326,薔,2356,['a kind of grass'],"['バ', 'ショウ', 'ショク', 'ソウ']",['みずたで'],[]
5327,薛,,['type of mugwort'],['セツ'],[],[]
5328,藪,,"['thicket', 'bush', 'underbrush', 'grove']",['ソウ'],['やぶ'],[]
5329,薇,,['an edible fern'],"['ラ', 'ビ']",['ぜんまい'],[]
5330,薜,,['type of vine'],['ヘイ'],[],[]
5331,蕷,,['potato'],['ヨ'],['いも'],[]
5332,蕾,,"['bud (plants, mushrooms not yet opened)']",['ライ'],['つぼみ'],[]
5333,薐,,['spinach'],['ロウ'],['ほうれんそう'],[]
5334,藉,,"['carpet', 'lend', 'borrow', 'make excuses', 'spread out']","['シャ', 'セキ', 'ジャク']","['かり.る', 'ふ.む']",[]
5335,薺,,"['water-chestnuts', 'caltrop']","['セイ', 'ザイ']","['ひと', 'ととの.える', 'なずな']",[]
5336,藏,2407,"['hide', 'own', 'have', 'possess']","['ゾウ', 'ソウ']","['くら', 'おさ.める', 'かく.れる']",[]
5337,薹,,['seed pod'],['タイ'],"['とう', 'あぶらな']",[]
5338,藐,,"['make light of', 'far away', 'beautiful']","['ビョウ', 'バク']","['かろ.んじる', 'とお.い']",[]
5339,藕,,"['lotus', 'lotus root', 'arrowroot']","['グウ', 'グ', 'ゴウ']",['はすのね'],[]
